#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Reactome	MAP-74160	Gene expression (Transcription)	18	1747	0.36	0.29	0.0408	8049.ENSGMOP00000000116,8049.ENSGMOP00000000295,8049.ENSGMOP00000003381,8049.ENSGMOP00000003815,8049.ENSGMOP00000005084,8049.ENSGMOP00000006307,8049.ENSGMOP00000006350,8049.ENSGMOP00000007249,8049.ENSGMOP00000007440,8049.ENSGMOP00000009512,8049.ENSGMOP00000010933,8049.ENSGMOP00000013414,8049.ENSGMOP00000013986,8049.ENSGMOP00000015513,8049.ENSGMOP00000017194,8049.ENSGMOP00000017401,8049.ENSGMOP00000017484,8049.ENSGMOP00000019803	ENSGMOP00000000116,ENSGMOP00000000295,ENSGMOP00000003381,ENSGMOP00000003815,ENSGMOP00000005084,ENSGMOP00000006307,ENSGMOP00000006350,ENSGMOP00000007249,ENSGMOP00000007440,ENSGMOP00000009512,ENSGMOP00000010933,ENSGMOP00000013414,ENSGMOP00000013986,ENSGMOP00000015513,nr2e1,ENSGMOP00000017401,ENSGMOP00000017484,ENSGMOP00000019803
Reactome	MAP-194315	Signaling by Rho GTPases	13	1048	0.44	0.3	0.0454	8049.ENSGMOP00000003911,8049.ENSGMOP00000006558,8049.ENSGMOP00000007573,8049.ENSGMOP00000009057,8049.ENSGMOP00000010033,8049.ENSGMOP00000011506,8049.ENSGMOP00000011826,8049.ENSGMOP00000012990,8049.ENSGMOP00000015596,8049.ENSGMOP00000016837,8049.ENSGMOP00000019065,8049.ENSGMOP00000020184,8049.ENSGMOP00000021060	ENSGMOP00000003911,ENSGMOP00000006558,ENSGMOP00000007573,ENSGMOP00000009057,ENSGMOP00000010033,ENSGMOP00000011506,ENSGMOP00000011826,ENSGMOP00000012990,ENSGMOP00000015596,ENSGMOP00000016837,ENSGMOP00000019065,ENSGMOP00000020184,ENSGMOP00000021060
TISSUES	BTO:0001489	Whole body	77	11852	0.16	0.44	4.23e-07	8049.ENSGMOP00000000116,8049.ENSGMOP00000000192,8049.ENSGMOP00000000295,8049.ENSGMOP00000000394,8049.ENSGMOP00000000741,8049.ENSGMOP00000000797,8049.ENSGMOP00000001078,8049.ENSGMOP00000001118,8049.ENSGMOP00000002985,8049.ENSGMOP00000003381,8049.ENSGMOP00000003483,8049.ENSGMOP00000003514,8049.ENSGMOP00000003809,8049.ENSGMOP00000003815,8049.ENSGMOP00000003911,8049.ENSGMOP00000003929,8049.ENSGMOP00000003952,8049.ENSGMOP00000004711,8049.ENSGMOP00000004735,8049.ENSGMOP00000005084,8049.ENSGMOP00000005232,8049.ENSGMOP00000005306,8049.ENSGMOP00000006350,8049.ENSGMOP00000006481,8049.ENSGMOP00000006558,8049.ENSGMOP00000006664,8049.ENSGMOP00000006686,8049.ENSGMOP00000007249,8049.ENSGMOP00000007440,8049.ENSGMOP00000007573,8049.ENSGMOP00000007617,8049.ENSGMOP00000007861,8049.ENSGMOP00000007903,8049.ENSGMOP00000007919,8049.ENSGMOP00000008916,8049.ENSGMOP00000009025,8049.ENSGMOP00000009057,8049.ENSGMOP00000009058,8049.ENSGMOP00000009077,8049.ENSGMOP00000009512,8049.ENSGMOP00000010033,8049.ENSGMOP00000010933,8049.ENSGMOP00000011506,8049.ENSGMOP00000011775,8049.ENSGMOP00000012747,8049.ENSGMOP00000012990,8049.ENSGMOP00000013161,8049.ENSGMOP00000013403,8049.ENSGMOP00000013414,8049.ENSGMOP00000013726,8049.ENSGMOP00000014980,8049.ENSGMOP00000015513,8049.ENSGMOP00000015958,8049.ENSGMOP00000016134,8049.ENSGMOP00000016163,8049.ENSGMOP00000016347,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798,8049.ENSGMOP00000016837,8049.ENSGMOP00000017194,8049.ENSGMOP00000017317,8049.ENSGMOP00000017401,8049.ENSGMOP00000017484,8049.ENSGMOP00000017523,8049.ENSGMOP00000017545,8049.ENSGMOP00000018360,8049.ENSGMOP00000019065,8049.ENSGMOP00000019499,8049.ENSGMOP00000019698,8049.ENSGMOP00000019803,8049.ENSGMOP00000019958,8049.ENSGMOP00000020136,8049.ENSGMOP00000020184,8049.ENSGMOP00000020316,8049.ENSGMOP00000020324,8049.ENSGMOP00000021060,8049.ENSGMOP00000021771	ENSGMOP00000000116,ENSGMOP00000000192,ENSGMOP00000000295,ENSGMOP00000000394,ENSGMOP00000000741,ENSGMOP00000000797,LTBP3,ENSGMOP00000001118,ENSGMOP00000002985,ENSGMOP00000003381,LAMA3,ENSGMOP00000003514,ENSGMOP00000003809,ENSGMOP00000003815,ENSGMOP00000003911,ENSGMOP00000003929,ENSGMOP00000003952,ENSGMOP00000004711,ENSGMOP00000004735,ENSGMOP00000005084,ENSGMOP00000005232,ENSGMOP00000005306,ENSGMOP00000006350,ENSGMOP00000006481,ENSGMOP00000006558,ENSGMOP00000006664,LPP,ENSGMOP00000007249,ENSGMOP00000007440,ENSGMOP00000007573,ENSGMOP00000007617,ENSGMOP00000007861,ENSGMOP00000007903,ENSGMOP00000007919,ENSGMOP00000008916,ENSGMOP00000009025,ENSGMOP00000009057,ENSGMOP00000009058,ENSGMOP00000009077,ENSGMOP00000009512,ENSGMOP00000010033,ENSGMOP00000010933,ENSGMOP00000011506,ENSGMOP00000011775,ENSGMOP00000012747,ENSGMOP00000012990,ENSGMOP00000013161,ENSGMOP00000013403,ENSGMOP00000013414,ENSGMOP00000013726,ENSGMOP00000014980,ENSGMOP00000015513,ENSGMOP00000015958,ENSGMOP00000016134,LOC115530884,ENSGMOP00000016347,ENSGMOP00000016451,ENSGMOP00000016798,ENSGMOP00000016837,nr2e1,ENSGMOP00000017317,ENSGMOP00000017401,ENSGMOP00000017484,ENSGMOP00000017523,ENSGMOP00000017545,ENSGMOP00000018360,ENSGMOP00000019065,ENSGMOP00000019499,ENSGMOP00000019698,ENSGMOP00000019803,ENSGMOP00000019958,ENSGMOP00000020136,ENSGMOP00000020184,ENSGMOP00000020316,ENSGMOP00000020324,ENSGMOP00000021060,ENSGMOP00000021771
TISSUES	BTO:0000042	Animal	80	13511	0.12	0.39	8.22e-06	8049.ENSGMOP00000000116,8049.ENSGMOP00000000192,8049.ENSGMOP00000000295,8049.ENSGMOP00000000394,8049.ENSGMOP00000000741,8049.ENSGMOP00000000797,8049.ENSGMOP00000001078,8049.ENSGMOP00000001118,8049.ENSGMOP00000002985,8049.ENSGMOP00000003381,8049.ENSGMOP00000003483,8049.ENSGMOP00000003514,8049.ENSGMOP00000003809,8049.ENSGMOP00000003815,8049.ENSGMOP00000003911,8049.ENSGMOP00000003929,8049.ENSGMOP00000003952,8049.ENSGMOP00000004711,8049.ENSGMOP00000004735,8049.ENSGMOP00000005084,8049.ENSGMOP00000005232,8049.ENSGMOP00000005306,8049.ENSGMOP00000006350,8049.ENSGMOP00000006481,8049.ENSGMOP00000006558,8049.ENSGMOP00000006664,8049.ENSGMOP00000006686,8049.ENSGMOP00000007249,8049.ENSGMOP00000007440,8049.ENSGMOP00000007573,8049.ENSGMOP00000007617,8049.ENSGMOP00000007861,8049.ENSGMOP00000007903,8049.ENSGMOP00000007919,8049.ENSGMOP00000008916,8049.ENSGMOP00000009025,8049.ENSGMOP00000009057,8049.ENSGMOP00000009058,8049.ENSGMOP00000009077,8049.ENSGMOP00000009512,8049.ENSGMOP00000010033,8049.ENSGMOP00000010933,8049.ENSGMOP00000011506,8049.ENSGMOP00000011775,8049.ENSGMOP00000011826,8049.ENSGMOP00000012747,8049.ENSGMOP00000012990,8049.ENSGMOP00000013161,8049.ENSGMOP00000013403,8049.ENSGMOP00000013414,8049.ENSGMOP00000013726,8049.ENSGMOP00000013986,8049.ENSGMOP00000014980,8049.ENSGMOP00000015513,8049.ENSGMOP00000015596,8049.ENSGMOP00000015958,8049.ENSGMOP00000016134,8049.ENSGMOP00000016163,8049.ENSGMOP00000016347,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798,8049.ENSGMOP00000016837,8049.ENSGMOP00000017194,8049.ENSGMOP00000017317,8049.ENSGMOP00000017401,8049.ENSGMOP00000017484,8049.ENSGMOP00000017523,8049.ENSGMOP00000017545,8049.ENSGMOP00000018360,8049.ENSGMOP00000019065,8049.ENSGMOP00000019499,8049.ENSGMOP00000019698,8049.ENSGMOP00000019803,8049.ENSGMOP00000019958,8049.ENSGMOP00000020136,8049.ENSGMOP00000020184,8049.ENSGMOP00000020316,8049.ENSGMOP00000020324,8049.ENSGMOP00000021060,8049.ENSGMOP00000021771	ENSGMOP00000000116,ENSGMOP00000000192,ENSGMOP00000000295,ENSGMOP00000000394,ENSGMOP00000000741,ENSGMOP00000000797,LTBP3,ENSGMOP00000001118,ENSGMOP00000002985,ENSGMOP00000003381,LAMA3,ENSGMOP00000003514,ENSGMOP00000003809,ENSGMOP00000003815,ENSGMOP00000003911,ENSGMOP00000003929,ENSGMOP00000003952,ENSGMOP00000004711,ENSGMOP00000004735,ENSGMOP00000005084,ENSGMOP00000005232,ENSGMOP00000005306,ENSGMOP00000006350,ENSGMOP00000006481,ENSGMOP00000006558,ENSGMOP00000006664,LPP,ENSGMOP00000007249,ENSGMOP00000007440,ENSGMOP00000007573,ENSGMOP00000007617,ENSGMOP00000007861,ENSGMOP00000007903,ENSGMOP00000007919,ENSGMOP00000008916,ENSGMOP00000009025,ENSGMOP00000009057,ENSGMOP00000009058,ENSGMOP00000009077,ENSGMOP00000009512,ENSGMOP00000010033,ENSGMOP00000010933,ENSGMOP00000011506,ENSGMOP00000011775,ENSGMOP00000011826,ENSGMOP00000012747,ENSGMOP00000012990,ENSGMOP00000013161,ENSGMOP00000013403,ENSGMOP00000013414,ENSGMOP00000013726,ENSGMOP00000013986,ENSGMOP00000014980,ENSGMOP00000015513,ENSGMOP00000015596,ENSGMOP00000015958,ENSGMOP00000016134,LOC115530884,ENSGMOP00000016347,ENSGMOP00000016451,ENSGMOP00000016798,ENSGMOP00000016837,nr2e1,ENSGMOP00000017317,ENSGMOP00000017401,ENSGMOP00000017484,ENSGMOP00000017523,ENSGMOP00000017545,ENSGMOP00000018360,ENSGMOP00000019065,ENSGMOP00000019499,ENSGMOP00000019698,ENSGMOP00000019803,ENSGMOP00000019958,ENSGMOP00000020136,ENSGMOP00000020184,ENSGMOP00000020316,ENSGMOP00000020324,ENSGMOP00000021060,ENSGMOP00000021771
COMPARTMENTS	GOCC:0005899	Insulin receptor complex	3	5	2.13	0.65	0.0071	8049.ENSGMOP00000000192,8049.ENSGMOP00000013403,8049.ENSGMOP00000016451	ENSGMOP00000000192,ENSGMOP00000013403,ENSGMOP00000016451
COMPARTMENTS	GOCC:0031012	Extracellular matrix	8	211	0.93	0.55	0.0071	8049.ENSGMOP00000001078,8049.ENSGMOP00000003483,8049.ENSGMOP00000004711,8049.ENSGMOP00000005306,8049.ENSGMOP00000009025,8049.ENSGMOP00000009058,8049.ENSGMOP00000009077,8049.ENSGMOP00000016347	LTBP3,LAMA3,ENSGMOP00000004711,ENSGMOP00000005306,ENSGMOP00000009025,ENSGMOP00000009058,ENSGMOP00000009077,ENSGMOP00000016347
COMPARTMENTS	GOCC:0043256	Laminin complex	3	13	1.71	0.53	0.0179	8049.ENSGMOP00000003483,8049.ENSGMOP00000005306,8049.ENSGMOP00000016347	LAMA3,ENSGMOP00000005306,ENSGMOP00000016347
COMPARTMENTS	GOCC:0061695	Transferase complex, transferring phosphorus-containing groups	8	272	0.82	0.45	0.0179	8049.ENSGMOP00000000192,8049.ENSGMOP00000000741,8049.ENSGMOP00000013403,8049.ENSGMOP00000013726,8049.ENSGMOP00000014980,8049.ENSGMOP00000016451,8049.ENSGMOP00000017279,8049.ENSGMOP00000017484	ENSGMOP00000000192,ENSGMOP00000000741,ENSGMOP00000013403,ENSGMOP00000013726,ENSGMOP00000014980,ENSGMOP00000016451,ENSGMOP00000017279,ENSGMOP00000017484
COMPARTMENTS	GOCC:1902494	Catalytic complex	17	1356	0.45	0.33	0.0314	8049.ENSGMOP00000000116,8049.ENSGMOP00000000192,8049.ENSGMOP00000000741,8049.ENSGMOP00000003815,8049.ENSGMOP00000005743,8049.ENSGMOP00000006350,8049.ENSGMOP00000007440,8049.ENSGMOP00000007617,8049.ENSGMOP00000010033,8049.ENSGMOP00000013403,8049.ENSGMOP00000013726,8049.ENSGMOP00000014278,8049.ENSGMOP00000014980,8049.ENSGMOP00000016451,8049.ENSGMOP00000017279,8049.ENSGMOP00000017401,8049.ENSGMOP00000017484	ENSGMOP00000000116,ENSGMOP00000000192,ENSGMOP00000000741,ENSGMOP00000003815,ENSGMOP00000005743,ENSGMOP00000006350,ENSGMOP00000007440,ENSGMOP00000007617,ENSGMOP00000010033,ENSGMOP00000013403,ENSGMOP00000013726,ENSGMOP00000014278,ENSGMOP00000014980,ENSGMOP00000016451,ENSGMOP00000017279,ENSGMOP00000017401,ENSGMOP00000017484
COMPARTMENTS	GOCC:1990234	Transferase complex	12	765	0.54	0.32	0.0422	8049.ENSGMOP00000000116,8049.ENSGMOP00000000192,8049.ENSGMOP00000000741,8049.ENSGMOP00000003815,8049.ENSGMOP00000005743,8049.ENSGMOP00000007617,8049.ENSGMOP00000013403,8049.ENSGMOP00000013726,8049.ENSGMOP00000014980,8049.ENSGMOP00000016451,8049.ENSGMOP00000017279,8049.ENSGMOP00000017484	ENSGMOP00000000116,ENSGMOP00000000192,ENSGMOP00000000741,ENSGMOP00000003815,ENSGMOP00000005743,ENSGMOP00000007617,ENSGMOP00000013403,ENSGMOP00000013726,ENSGMOP00000014980,ENSGMOP00000016451,ENSGMOP00000017279,ENSGMOP00000017484
SMART	SM00119	Domain Homologous to E6-AP Carboxyl Terminus with	4	30	1.47	0.57	0.0114	8049.ENSGMOP00000003381,8049.ENSGMOP00000006481,8049.ENSGMOP00000007861,8049.ENSGMOP00000008916	ENSGMOP00000003381,ENSGMOP00000006481,ENSGMOP00000007861,ENSGMOP00000008916
SMART	SM00001	EGF domain, unclasssified subfamily	5	83	1.13	0.5	0.0169	8049.ENSGMOP00000003483,8049.ENSGMOP00000004711,8049.ENSGMOP00000005306,8049.ENSGMOP00000016347,8049.ENSGMOP00000017523	LAMA3,ENSGMOP00000004711,ENSGMOP00000005306,ENSGMOP00000016347,ENSGMOP00000017523
SMART	SM00136	Laminin N-terminal domain (domain VI)	3	18	1.57	0.47	0.0264	8049.ENSGMOP00000003483,8049.ENSGMOP00000005306,8049.ENSGMOP00000016347	LAMA3,ENSGMOP00000005306,ENSGMOP00000016347
SMART	SM00261	Furin-like repeats	3	21	1.5	0.45	0.0298	8049.ENSGMOP00000000192,8049.ENSGMOP00000013403,8049.ENSGMOP00000016451	ENSGMOP00000000192,ENSGMOP00000013403,ENSGMOP00000016451
