"Name","cluster"
"MEAE_00001138","1"
"MEAE_00001134","1"
"MEAE_00001138","1"
"MEAE_00001134","2"
"MEAE_00001138","2"
"MEAE_00001134","2"
"MEAE_00001138","2"
"MEAE_00001134","1"
"MEAE_00001138","1"
"MEAE_00001141","1"
"MEAE_00001140","1"
"MEAE_00001144","2"
"MEAE_00001145","2"
"MEAE_00001150","2"
"MEAE_00001152","1"
"MEAE_00001165","1"
"MEAE_00001171","1"
"MEAE_00001174","1"
"MEAE_00001178","1"
"MEAE_00001178","1"
"MEAE_00001178","1"
"MEAE_00001179","2"
"MEAE_00001179","1"
"MEAE_00001179","1"
"MEAE_00001179","1"
"MEAE_00001183","1"
"MEAE_00001184","1"
"MEAE_00001183","2"
"MEAE_00001185","2"
"MEAE_00001183","1"
"MEAE_00001185","1"
"MEAE_00001183","1"
"MEAE_00001192","2"
"MEAE_00001192","2"
"MEAE_00001192","2"
"MEAE_00001195","1"
"MEAE_00001198","1"
"MEAE_00001198","1"
"MEAE_00001198","1"
"MEAE_00001203","1"
"MEAE_00001203","1"
"MEAE_00001203","2"
"MEAE_00001206","1"
"MEAE_00001206","2"
"MEAE_00001208","2"
"MEAE_00001206","2"
"MEAE_00001208","2"
"MEAE_00001206","2"
"MEAE_00001208","2"
"MEAE_00001209","2"
"MEAE_00001209","1"
"MEAE_00001209","1"
"MEAE_00001209","1"
"MEAE_00001209","1"
"MEAE_00001209","1"
"MEAE_00001214","1"
"MEAE_00001220","1"
"MEAE_00001225","2"
"MEAE_00001228","2"
"MEAE_00001226","2"
"MEAE_00001228","1"
"MEAE_00001226","1"
"MEAE_00001228","1"
"MEAE_00001228","1"
"MEAE_00001228","1"
"MEAE_00001234","1"
"MEAE_00001234","1"
"MEAE_00001234","1"
"MEAE_00001255","1"
"MEAE_00001256","1"
"MEAE_00001264","2"
"MEAE_00001268","1"
"MEAE_00001268","1"
"MEAE_00001268","1"
"MEAE_00001271","2"
"MEAE_00001271","1"
"MEAE_00001272","1"
"MEAE_00001281","1"
"MEAE_00001282","1"
"MEAE_00001282","2"
"MEAE_00001283","2"
"MEAE_00001284","2"
"MEAE_00001285","2"
"MEAE_00001286","1"
"MEAE_00001286","1"
"MEAE_00001290","1"
"MEAE_00001286","1"
"MEAE_00001290","1"
"MEAE_00001291","1"
"MEAE_00001291","1"
"MEAE_00001296","1"
"MEAE_00001302","2"
"MEAE_00001302","2"
"MEAE_00001302","1"
"MEAE_00001310","1"
"MEAE_00001310","1"
"MEAE_00001310","1"
"MEAE_00001315","2"
"MEAE_00001317","1"
"MEAE_00001319","1"
"MEAE_00001320","1"
"MEAE_00001319","2"
"MEAE_00001319","2"
"MEAE_00001322","1"
"MEAE_00001319","1"
"MEAE_00001325","2"
"MEAE_00001325","2"
"MEAE_00001330","2"
"MEAE_00001331","2"
"MEAE_00001330","1"
"MEAE_00001331","1"
"MEAE_00001330","1"
"MEAE_00001330","1"
"MEAE_00001330","1"
"MEAE_00001334","1"
"MEAE_00001335","1"
"MEAE_00001334","1"
"MEAE_00001335","1"
"MEAE_00001334","1"
"MEAE_00001341","1"
"MEAE_00001342","2"
"MEAE_00001342","1"
"MEAE_00001357","2"
"MEAE_00001359","2"
"MEAE_00001357","2"
"MEAE_00001359","2"
"MEAE_00001360","1"
"MEAE_00001361","1"
"MEAE_00001363","1"
"MEAE_00001363","1"
"MEAE_00001363","1"
"MEAE_00001363","1"
"MEAE_00001364","1"
"MEAE_00001364","1"
"MEAE_00001368","1"
"MEAE_00001374","2"
"MEAE_00001375","2"
"MEAE_00001383","1"
"MEAE_00001384","1"
"MEAE_00001413","1"
"MEAE_00001416","1"
"MEAE_00001415","1"
"MEAE_00001424","1"
"MEAE_00001425","1"
"MEAE_00001424","1"
"MEAE_00001425","1"
"MEAE_00001425","1"
"MEAE_00001426","2"
"MEAE_00001426","1"
"MEAE_00001427","1"
"MEAE_00001426","1"
"MEAE_00001430","1"
"MEAE_00001435","1"
"MEAE_00001437","1"
"MEAE_00001437","1"
"MEAE_00001437","1"
"MEAE_00001437","1"
"MEAE_00001437","1"
"MEAE_00001437","1"
"MEAE_00001444","1"
"MEAE_00001451","1"
"MEAE_00001451","1"
"MEAE_00001453","1"
"MEAE_00001451","2"
"MEAE_00001451","1"
"MEAE_00001451","1"
"MEAE_00001458","1"
"MEAE_00001461","1"
"MEAE_00001458","1"
"MEAE_00001458","1"
"MEAE_00001463","1"
"MEAE_00001464","2"
"MEAE_00001464","2"
"MEAE_00001464","2"
"MEAE_00001464","2"
"MEAE_00001471","1"
"MEAE_00001471","1"
"MEAE_00001471","1"
"MEAE_00001477","1"
"MEAE_00001479","1"
"MEAE_00001481","1"
"MEAE_00001488","2"
"MEAE_00001488","2"
"MEAE_00001488","2"
"MEAE_00001488","2"
"MEAE_00001488","2"
"MEAE_00001488","1"
"MEAE_00001488","1"
"MEAE_00001488","1"
"MEAE_00001488","1"
"MEAE_00001488","1"
"MEAE_00001508","2"
"MEAE_00001518","1"
"MEAE_00001515","1"
"MEAE_00001515","2"
"MEAE_00001515","2"
"MEAE_00001519","1"
"MEAE_00001519","1"
"MEAE_00001519","1"
"MEAE_00001519","1"
"MEAE_00001519","1"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","2"
"MEAE_00001520","2"
"MEAE_00001520","2"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","1"
"MEAE_00001520","2"
"MEAE_00001520","2"
"MEAE_00001520","1"
"MEAE_00001523","1"
"MEAE_00001520","1"
"MEAE_00001523","1"
"MEAE_00001527","1"
"MEAE_00001528","1"
"MEAE_00001528","1"
"MEAE_00001542","1"
"MEAE_00001542","2"
"MEAE_00001543","2"
"MEAE_00001542","2"
